mileage,mark_x,model,fuel,gear,offerType,price,hp,year_x,country,year_y,mark_y,year
149300,SEAT,Exeo,Gasoline,Manual,Used,6900,160.0,2011,,,,
96200,Renault,Megane,Gasoline,Manual,Used,6950,110.0,2011,,,,
156000,Peugeot,308,Gasoline,Manual,Used,6950,156.0,2011,,,,
147000,Toyota,Auris,Electric/Gasoline,Automatic,Used,6950,99.0,2011,,,,
91894,Renault,Scenic,Diesel,Manual,Used,6970,131.0,2011,,,,
127500,Opel,Zafira,Gasoline,Manual,Used,6972,116.0,2011,,,,
115000,Mazda,3,Gasoline,Automatic,Used,6980,150.0,2011,,,,
59580,Opel,Meriva,Diesel,Automatic,Used,6990,101.0,2011,,,,
190000,Renault,Espace,Diesel,Manual,Used,6999,150.0,2011,,,,
190000,Renault,Grand Espace,Diesel,Manual,Used,6999,150.0,2011,,,,
85700,Fiat,Sedici,Diesel,Manual,Used,6999,135.0,2011,,,,
82000,Opel,Corsa,Gasoline,Manual,Used,7000,101.0,2011,,,,
44800,Kia,Picanto,Gasoline,Automatic,Used,7850,86.0,2012,,,,
24000,Dacia,Duster,Gasoline,Manual,Used,7900,105.0,2012,,,,
104250,Opel,Astra,Gasoline,Manual,Used,7950,140.0,2012,,,,
151250,Peugeot,308,Diesel,Manual,Used,7950,163.0,2012,,,,
105000,Opel,Astra,Gasoline,Manual,Used,7980,179.0,2012,,,,
128000,MINI,One D Countryman,Diesel,Manual,Used,7990,90.0,2012,,,,
160000,MINI,Cooper Clubman,Gasoline,Manual,Used,7999,122.0,2012,,,,
51200,Renault,Scenic,Gasoline,Manual,Used,8000,131.0,2012,,,,
107000,Opel,Insignia,Diesel,Manual,Used,8000,160.0,2012,,,,
130000,MINI,One,Gasoline,Manual,Used,8000,98.0,2012,,,,
73760,Opel,Zafira,Gasoline,Manual,Used,8990,140.0,2013,,,,
108803,Hyundai,iX35,Diesel,Manual,Used,8990,116.0,2013,,,,
7400,Opel,Adam,Gasoline,Manual,Used,8990,101.0,2013,,,,
41124,Opel,Adam,Gasoline,Manual,Used,8999,101.0,2013,,,,
240000,Kia,Optima,Gasoline,Automatic,Used,9000,150.0,2013,,,,
98100,SEAT,Leon,Gasoline,Manual,Used,9100,122.0,2013,,,,
169500,Toyota,Verso,Diesel,Manual,Used,9300,126.0,2013,,,,
230000,Opel,Vivaro,Diesel,Manual,Used,8990,140.0,2014,,,,
84600,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8990,143.0,2014,,,,
73000,Hyundai,iX20,Gasoline,Manual,Used,8990,125.0,2014,,,,
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8999,105.0,2014,,,,
57000,Kia,Ceed / cee'd,Gasoline,Manual,Used,9000,99.0,2014,,,,
53286,Skoda,Fabia,Gasoline,Manual,Used,9100,86.0,2014,,,,
84721,Toyota,Yaris,Gasoline,Automatic,Used,9200,101.0,2014,,,,
87500,SEAT,Ibiza,Diesel,Manual,Used,9290,105.0,2014,,,,
55000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9300,105.0,2014,,,,
28238,Opel,Meriva,Gasoline,Manual,Used,10190,140.0,2015,,,,
114327,Opel,Insignia,Diesel,Automatic,Used,10200,131.0,2015,,,,
352000,Peugeot,Boxer,Diesel,Manual,Used,10298,150.0,2015,,,,
166554,Skoda,Superb,Diesel,Manual,Used,10490,170.0,2015,,,,
90000,Opel,Insignia,Diesel,Manual,Used,10499,170.0,2015,,,,
76800,Citroen,C4 Cactus,Gasoline,Manual,Used,10580,110.0,2015,,,,
60000,Peugeot,208,Gasoline,Manual,Used,10750,110.0,2015,,,,
9500,Hyundai,iX20,Gasoline,Manual,Used,10750,125.0,2015,,,,
248000,Infiniti,Q70,Diesel,Automatic,Used,10900,170.0,2015,,,,
29000,Suzuki,Swift,Gasoline,Manual,Used,8990,94.0,2016,,,,
192000,SsangYong,Korando,Diesel,Manual,Used,8999,178.0,2016,,,,
15000,Dacia,Sandero,Gasoline,Manual,Used,9000,90.0,2016,,,,
57800,Mazda,2,Gasoline,Manual,Used,9250,90.0,2016,,,,
70604,Toyota,Yaris,Gasoline,Manual,Used,9490,69.0,2016,,,,
68656,Toyota,Yaris,Gasoline,Manual,Used,9490,69.0,2016,,,,
64783,Toyota,Yaris,Gasoline,Manual,Used,9490,69.0,2016,,,,
146148,Opel,Astra,Diesel,Manual,Used,9495,136.0,2016,,,,
106300,Opel,Astra,Diesel,Manual,Used,9499,160.0,2016,,,,
63000,Opel,Adam,Gasoline,Manual,Used,9500,87.0,2016,,,,
154494,Peugeot,308,Diesel,Manual,Used,9500,120.0,2016,,,,
72500,Suzuki,Swift,Gasoline,Manual,Used,9650,136.0,2016,,,,
93300,Opel,Astra,Diesel,Manual,Used,9680,110.0,2016,,,,
96999,Opel,Astra,Diesel,Manual,Used,9690,136.0,2016,,,,
39990,Kia,Ceed / cee'd,Gasoline,Manual,Used,9690,101.0,2016,,,,
68000,Kia,Sorento,Diesel,Automatic,Used,27928,200.0,2017,,,,
74000,smart,forTwo,Gasoline,Manual,Used,5555,71.0,2017,,,,
31500,SEAT,Mii,Gasoline,Manual,Used,5780,60.0,2017,,,,
62490,SEAT,Mii,Gasoline,Manual,Used,6390,60.0,2017,,,,
35450,Skoda,Citigo,Gasoline,Manual,Used,6445,60.0,2017,,,,
83000,Toyota,Aygo,Gasoline,Manual,Used,6500,69.0,2017,,,,
35000,Dacia,Sandero,Gasoline,Manual,Used,6700,90.0,2017,,,,
66000,Fiat,Punto,Gasoline,Manual,Used,6799,69.0,2017,,,,
61000,Hyundai,i10,Gasoline,Manual,Used,6900,67.0,2017,,,,
31500,smart,forFour,Gasoline,Manual,Used,6999,71.0,2017,,,,
13400,Cupra,Ateca,Gasoline,Automatic,Demonstration,35990,300.0,2018,,,,
9243,SEAT,Ateca,Gasoline,Automatic,Used,28250,150.0,2019,,,,
17615,Skoda,Karoq,Gasoline,Automatic,Demonstration,28990,150.0,2019,,,,
22900,SEAT,Alhambra,Gasoline,Automatic,Used,29990,150.0,2019,,,,
100,Fiat,Panda,Gasoline,Manual,Pre-registered,10600,69.0,2021,,,,
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10680,69.0,2021,,,,
20,Toyota,Aygo,Gasoline,Manual,Pre-registered,10823,72.0,2021,,,,
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10980,69.0,2021,,,,
15,Fiat,Panda,Electric/Gasoline,Manual,Pre-registered,10980,69.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,10997,72.0,2021,,,,
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72.0,2021,,,,
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72.0,2021,,,,
9,Toyota,Aygo,Gasoline,Manual,Pre-registered,11490,72.0,2021,,,,
100,Hyundai,i10,Gasoline,Manual,Pre-registered,11499,67.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11790,72.0,2021,,,,
10,Kia,Picanto,Gasoline,Manual,Pre-registered,11950,84.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
10,Toyota,Aygo,Gasoline,Manual,Pre-registered,11990,72.0,2021,,,,
69019,Peugeot,508,Gasoline,Manual,Used,7850,156.0,2011,,,,
95963,Opel,Astra,Gasoline,Manual,Used,7900,120.0,2011,,,,
71908,Nissan,Qashqai,Gasoline,Manual,Used,7900,117.0,2011,,,,
93510,Kia,Ceed / cee'd,Gasoline,Manual,Used,7900,90.0,2011,,,,
92800,Renault,Megane,Gasoline,Manual,Used,7990,131.0,2011,,,,
86000,Opel,Zafira,Gasoline,Manual,Used,7998,116.0,2011,,,,
24170,Toyota,Auris,Gasoline,Automatic,Used,7999,132.0,2011,,,,
98669,Toyota,Yaris,Electric/Gasoline,Automatic,Used,7900,75.0,2012,,,,
86747,Skoda,Fabia,Gasoline,Manual,Used,7900,86.0,2012,,,,
147500,Skoda,Superb,Diesel,Manual,Used,7900,140.0,2012,,,,
140000,Toyota,Avensis,Diesel,Manual,Used,7950,124.0,2012,,,,
100000,Skoda,Octavia,Gasoline,Manual,Used,7980,122.0,2012,,,,
14300,Opel,Corsa,Gasoline,Automatic,Used,7990,101.0,2012,,,,
102000,Opel,Astra,Gasoline,Manual,Used,7990,179.0,2012,,,,
93850,Renault,Grand Scenic,Diesel,Manual,Used,7990,110.0,2012,,,,
98600,SEAT,Altea,Gasoline,Automatic,Used,7990,160.0,2012,,,,
70600,Toyota,Yaris,Gasoline,Automatic,Used,7990,99.0,2012,,,,
35300,Kia,Ceed / cee'd,Gasoline,Manual,Used,7990,99.0,2012,,,,
100000,Hyundai,i40,Gasoline,Manual,Used,7999,135.0,2012,,,,
105531,Toyota,Auris,Gasoline,Automatic,Used,7999,99.0,2012,,,,
82822,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8500,75.0,2013,,,,
35000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8500,105.0,2013,,,,
148000,Citroen,Grand C4 Picasso,Diesel,Automatic,Used,8500,150.0,2013,,,,
44700,Opel,Adam,Gasoline,Manual,Used,8500,69.0,2013,,,,
77820,Mazda,3,Gasoline,Manual,Used,8550,105.0,2013,,,,
75800,Peugeot,2008,Gasoline,Manual,Used,8700,82.0,2013,,,,
122450,Suzuki,SX4,Diesel,Manual,Used,8700,135.0,2013,,,,
54689,Opel,Astra,Gasoline,Manual,Used,8740,140.0,2013,,,,
53998,Hyundai,i20,Gasoline,Manual,Used,8880,86.0,2013,,,,
76796,Peugeot,2008,Gasoline,Manual,Used,8885,120.0,2013,,,,
84000,Skoda,Yeti,Diesel,Manual,Used,8888,110.0,2013,,,,
48795,Skoda,Roomster,Gasoline,Automatic,Used,8899,105.0,2013,,,,
85320,Opel,Astra,Gasoline,Manual,Used,8900,140.0,2013,,,,
118070,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8900,75.0,2013,,,,
59100,Kia,Venga,Gasoline,Manual,Used,8900,90.0,2013,,,,
85183,Opel,Astra,Gasoline,Manual,Used,8898,140.0,2014,,,,
74450,Citroen,DS3,Gasoline,Manual,Used,8900,156.0,2014,,,,
68067,Peugeot,308,Gasoline,Manual,Used,8985,125.0,2014,,,,
124800,Opel,Meriva,Gasoline,Automatic,Used,8990,140.0,2014,,,,
82500,Renault,Captur,Diesel,Manual,Used,8990,90.0,2014,,,,
98000,Hyundai,i40,Gasoline,Manual,Used,8990,135.0,2014,,,,
34100,Kia,Picanto,Gasoline,Automatic,Used,8990,86.0,2014,,,,
27241,Renault,Megane,Diesel,Manual,Used,8990,110.0,2014,,,,
54210,Renault,Clio,Gasoline,Automatic,Used,8990,120.0,2014,,,,
123559,Peugeot,2008,Diesel,Automatic,Used,8995,92.0,2014,,,,
81430,Citroen,C4,Gasoline,Automatic,Used,8999,82.0,2014,,,,
73000,SEAT,Leon,Gasoline,Manual,Used,9000,110.0,2014,,,,
68220,Skoda,Citigo,Gasoline,Manual,Used,8900,75.0,2015,,,,
62665,Opel,Corsa,Gasoline,Automatic,Used,8950,90.0,2015,,,,
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8990,86.0,2015,,,,
102690,Dacia,Duster,Gasoline,Manual,Used,8990,125.0,2015,,,,
49249,Renault,Megane,Gasoline,Manual,Used,8990,132.0,2015,,,,
30100,Kia,Rio,Gasoline,Manual,Used,8990,86.0,2015,,,,
69120,Kia,Rio,Diesel,Manual,Used,8990,90.0,2015,,,,
53000,Skoda,Fabia,-/- (Fuel),Manual,Used,8990,110.0,2015,,,,
285000,Skoda,Octavia,Diesel,Automatic,Used,9000,184.0,2015,,,,
98540,Fiat,Scudo,Diesel,Manual,Used,9200,128.0,2015,,,,
87200,Renault,Scenic,Gasoline,Manual,Used,9250,132.0,2015,,,,
20000,smart,forFour,Gasoline,Automatic,Demonstration,9299,71.0,2015,,,,
57596,Nissan,Pulsar,Gasoline,Manual,Used,9440,116.0,2015,,,,
43693,Peugeot,208,Gasoline,Manual,Used,9450,110.0,2015,,,,
109750,Dacia,Duster,Gasoline,Manual,Used,9450,105.0,2015,,,,
33000,Renault,ZOE,Electric,Automatic,Used,8495,58.0,2016,,,,
36300,Renault,Clio,Gasoline,Manual,Used,8499,90.0,2016,,,,
36300,Renault,Clio,Gasoline,Manual,Used,8499,90.0,2016,,,,
36210,Renault,Clio,Gasoline,Manual,Used,8499,73.0,2016,,,,
101850,Opel,Meriva,Diesel,Manual,Used,8690,95.0,2016,,,,
13832,Citroen,C3,Gasoline,Manual,Used,8690,82.0,2016,,,,
49950,SEAT,Ibiza,Gasoline,Manual,Used,8690,90.0,2016,,,,
98700,Opel,Astra,Diesel,Manual,Used,8770,110.0,2016,,,,
80000,SEAT,Leon,Diesel,Manual,Used,8800,110.0,2016,,,,
82000,Skoda,Fabia,Gasoline,Manual,Used,8850,110.0,2016,,,,
68300,Renault,Megane,Diesel,Manual,Used,8850,110.0,2016,,,,
57644,Skoda,Fabia,Gasoline,Manual,Used,8850,90.0,2016,,,,
110412,Opel,Astra,Diesel,Manual,Used,8880,95.0,2016,,,,
34955,Nissan,Micra,Gasoline,Manual,Used,8880,80.0,2016,,,,
149889,Opel,Insignia,Diesel,Automatic,Used,8890,136.0,2016,,,,
69934,Skoda,Fabia,Diesel,Manual,Used,8890,90.0,2016,,,,
3070,Hyundai,i10,Gasoline,Manual,Used,7950,67.0,2017,,,,
60300,Peugeot,208,Gasoline,Manual,Used,7950,82.0,2017,,,,
36955,Nissan,Micra,Gasoline,Manual,Used,7990,80.0,2017,,,,
24162,Hyundai,i10,Gasoline,Manual,Used,7990,67.0,2017,,,,
78588,Skoda,Fabia,Gasoline,Manual,Used,7990,60.0,2017,,,,
63200,Renault,Clio,Gasoline,Manual,Used,7990,90.0,2017,,,,
68753,Nissan,Micra,Gasoline,Manual,Used,7990,80.0,2017,,,,
29731,Toyota,Aygo,Gasoline,Manual,Used,7990,69.0,2017,,,,
29712,Renault,Twingo,Gasoline,Manual,Used,7990,69.0,2017,,,,
45401,Skoda,Citigo,Gasoline,Manual,Used,7990,75.0,2017,,,,
68360,Toyota,Aygo,Gasoline,Manual,Used,7990,69.0,2017,,,,
28864,Renault,Clio,Gasoline,Manual,Used,7995,73.0,2017,,,,
52753,Lada,Vesta,Gasoline,Manual,Used,8000,106.0,2017,,,,
42000,Mitsubishi,Space Star,Gasoline,Manual,Used,8000,80.0,2017,,,,
16000,Toyota,Aygo,Gasoline,Manual,Used,8100,69.0,2017,,,,
27547,Fiat,500,Gasoline,Manual,Used,8190,69.0,2017,,,,
28323,Fiat,500,Gasoline,Manual,Used,8190,69.0,2017,,,,
44626,Skoda,Octavia,Gasoline,Manual,Used,19940,179.0,2018,,,,
23100,Mitsubishi,Eclipse Cross,Gasoline,Manual,Used,21490,163.0,2018,,,,
29658,Opel,Grandland X,Diesel,Automatic,Used,21680,120.0,2018,,,,
37076,Skoda,Octavia,Gasoline,Automatic,Used,27890,245.0,2018,,,,
62302,Dacia,Sandero,Gasoline,Manual,Used,4700,73.0,2018,,,,
3500,Others,Model,Electric,Manual,Used,5500,38.0,2018,,,,
84000,Fiat,Punto,Gasoline,Manual,Used,5990,69.0,2018,,,,
17896,Mitsubishi,Space Star,Gasoline,Manual,Used,6490,71.0,2018,,,,
191533,Opel,Combo,Diesel,Manual,Used,6722,105.0,2018,,,,
84800,Skoda,Citigo,Gasoline,Manual,Used,6850,60.0,2018,,,,
70500,Lexus,RX 450h,Electric/Gasoline,Automatic,Used,47490,313.0,2019,,,,
5,Renault,Clio,Gasoline,Manual,Pre-registered,12995,101.0,2020,,,,
2438,SEAT,Ibiza,Gasoline,Manual,Demonstration,13950,80.0,2020,,,,
50,SEAT,Arona,Gasoline,Manual,Pre-registered,14490,95.0,2020,,,,
4246,Mazda,2,Gasoline,Manual,Demonstration,16880,90.0,2020,,,,
135000,smart,forTwo,Diesel,Automatic,Used,3940,54.0,2011,,,,
234730,Opel,Astra,Diesel,Automatic,Used,3949,160.0,2011,,,,
42571,Hyundai,i10,Gasoline,Manual,Used,3950,69.0,2011,,,,
107517,Hyundai,i10,Gasoline,Manual,Used,3950,67.0,2011,,,,
199726,Skoda,Roomster,Diesel,Manual,Used,3980,90.0,2011,,,,
213990,Hyundai,i30,Diesel,Manual,Used,3990,90.0,2011,,,,
103000,Hyundai,i10,Gasoline,Manual,Used,3990,69.0,2011,,,,
416000,Opel,Insignia,Diesel,Manual,Used,3990,160.0,2011,,,,
104500,Nissan,Note,Gasoline,Manual,Used,3990,88.0,2011,,,,
169500,Renault,Megane,Diesel,Manual,Used,3990,106.0,2011,,,,
43000,Hyundai,i10,Gasoline,Manual,Used,3990,69.0,2011,,,,
51174,Fiat,Panda,Gasoline,Manual,Used,3990,69.0,2011,,,,
199000,Opel,Astra,Diesel,Manual,Used,3999,110.0,2011,,,,
110000,smart,forTwo,Gasoline,Automatic,Used,3999,61.0,2011,,,,
99121,Peugeot,206,Gasoline,Manual,Used,3999,60.0,2011,,,,
93000,smart,forTwo,Gasoline,Automatic,Used,4795,71.0,2012,,,,
122600,Peugeot,207,Gasoline,Manual,Used,4800,120.0,2012,,,,
87000,Opel,Corsa,Gasoline,Manual,Used,4850,69.0,2012,,,,
89000,Kia,Picanto,Gasoline,Manual,Used,4870,69.0,2012,,,,
26147,Renault,Twingo,Gasoline,Manual,Used,4890,75.0,2012,,,,
81500,Toyota,Aygo,Gasoline,Manual,Used,4899,68.0,2012,,,,
153289,Hyundai,i30,LPG,Manual,Used,4900,109.0,2012,,,,
322418,Skoda,Octavia,Diesel,Automatic,Used,4900,140.0,2012,,,,
159999,Fiat,Doblo,Diesel,Manual,Used,4900,90.0,2012,,,,
81000,Toyota,Aygo,Gasoline,Manual,Used,4900,68.0,2012,,,,
120185,SEAT,Ibiza,Diesel,Manual,Used,4948,105.0,2012,,,,
116000,SEAT,Ibiza,Gasoline,Manual,Used,4950,86.0,2012,,,,
175000,Kia,Ceed SW / cee'd SW,Diesel,Manual,Used,4999,128.0,2013,,,,
74415,Fiat,Grande Punto,Gasoline,Manual,Used,4999,69.0,2013,,,,
42000,Hyundai,i20,Gasoline,Manual,Used,4999,86.0,2013,,,,
85571,Kia,Rio,Gasoline,Manual,Used,5000,86.0,2013,,,,
73350,Skoda,Citigo,Gasoline,Manual,Used,5180,60.0,2013,,,,
162300,Opel,Adam,Gasoline,Manual,Used,5200,69.0,2013,,,,
38220,Toyota,Aygo,Gasoline,Manual,Used,5200,68.0,2013,,,,
109500,Kia,Rio,Gasoline,Manual,Used,5200,86.0,2013,,,,
115000,Citroen,DS3,Gasoline,Manual,Used,5200,120.0,2013,,,,
94000,SEAT,Ibiza,Gasoline,Manual,Used,5200,69.0,2013,,,,
74000,Dacia,Logan,Gasoline,Manual,Used,5200,90.0,2013,,,,
150000,Kia,Rio,Gasoline,Manual,Used,5200,86.0,2013,,,,
150000,Kia,Venga,Diesel,Manual,Used,5200,90.0,2013,,,,
95000,Dacia,Sandero,Gasoline,Manual,Used,5250,90.0,2013,,,,
50531,smart,forTwo,Gasoline,Automatic,Used,5990,71.0,2015,,,,
55650,Mitsubishi,Space Star,Gasoline,Manual,Used,5990,71.0,2015,,,,
42000,SEAT,Mii,Gasoline,Manual,Used,5990,60.0,2015,,,,
174418,SEAT,Ibiza,Diesel,Manual,Used,5990,105.0,2015,,,,
37200,Skoda,Citigo,Gasoline,Manual,Used,6000,60.0,2015,,,,
45000,smart,forTwo,Gasoline,Manual,Used,6000,71.0,2015,,,,
93000,Fiat,Punto Evo,Gasoline,Manual,Used,6000,69.0,2015,,,,
118000,Skoda,Fabia,Diesel,Manual,Used,6000,90.0,2015,,,,
100000,Hyundai,i10,Gasoline,Manual,Used,6180,87.0,2015,,,,
79100,Nissan,Micra,Gasoline,Manual,Used,6199,80.0,2015,,,,
87370,Skoda,Fabia,Gasoline,Manual,Used,6199,86.0,2015,,,,
157300,Fiat,Punto Evo,Gasoline,Manual,Used,6200,77.0,2015,,,,
61880,Renault,Twingo,Gasoline,Manual,Used,6200,71.0,2015,,,,
45000,Nissan,Micra,Gasoline,Manual,Used,6200,80.0,2015,,,,
77559,Opel,Corsa,Gasoline,Manual,Used,6290,69.0,2015,,,,
88250,Opel,Astra,Diesel,Manual,Used,14390,136.0,2016,,,,
106000,Opel,Zafira,Diesel,Automatic,Used,14750,170.0,2016,,,,
46100,Opel,Mokka,Diesel,Manual,Used,14950,136.0,2016,,,,
52500,Opel,Mokka,Diesel,Manual,Used,15250,136.0,2016,,,,
32000,Cupra,Ateca,Gasoline,Automatic,Used,33900,300.0,2018,,,,
10,Hyundai,Ioniq,Electric,Manual,Demonstration,27670,120.0,2019,,,,
15000,Toyota,Camry,Electric/Gasoline,Automatic,Used,27990,218.0,2019,,,,
14355,Hyundai,Tucson,Gasoline,Automatic,Used,27991,177.0,2019,,,,
28458,Renault,Talisman,Gasoline,Automatic,Used,28401,224.0,2019,,,,
5,Kia,Optima,Gasoline,Automatic,Demonstration,28590,179.0,2019,,,,
28933,Kia,Optima,Gasoline,Automatic,Demonstration,28690,238.0,2019,,,,
4600,Renault,Megane,Gasoline,Manual,Demonstration,20780,140.0,2020,,,,
10,Mazda,CX-30,Gasoline,Manual,Pre-registered,20790,122.0,2020,,,,
14700,SEAT,Leon,Gasoline,Automatic,Employee's car,20830,150.0,2020,,,,
5962,Opel,Crossland X,Gasoline,Automatic,Used,20950,131.0,2020,,,,
3800,Renault,Megane,Gasoline,Manual,Demonstration,20980,140.0,2020,,,,
10,Hyundai,Ioniq,Electric/Gasoline,Automatic,Demonstration,21250,105.0,2020,,,,
10,Hyundai,i30,Gasoline,Automatic,Demonstration,21540,140.0,2020,,,,
6500,SEAT,Ateca,Gasoline,Manual,Demonstration,21550,116.0,2020,,,,
5,Hyundai,Tucson,Gasoline,Automatic,Pre-registered,36870,179.0,2021,,,,
10,Hyundai,i30,Gasoline,Automatic,Pre-registered,36990,280.0,2021,,,,
10,Hyundai,i30,Gasoline,Automatic,Pre-registered,37550,280.0,2021,,,,
5,Hyundai,Tucson,Electric/Gasoline,Automatic,Pre-registered,37970,230.0,2021,,,,
5,Hyundai,Tucson,Electric/Gasoline,Automatic,Pre-registered,37970,230.0,2021,,,,
18,Hyundai,Tucson,Electric/Gasoline,Automatic,Pre-registered,37988,230.0,2021,,,,
10,Hyundai,Tucson,Electric/Gasoline,Automatic,Demonstration,38387,230.0,2021,,,,
10,Hyundai,Tucson,Electric/Gasoline,Automatic,Pre-registered,38440,265.0,2021,,,,
12,Hyundai,Tucson,Gasoline,Automatic,Pre-registered,39988,179.0,2021,,,,
2900,Cupra,Leon,Electric/Gasoline,Automatic,Used,39990,245.0,2021,,,,
2500,Cupra,Formentor,Electric/Gasoline,Automatic,Demonstration,39990,245.0,2021,,,,
1500,Cupra,Ateca,Gasoline,Automatic,Employee's car,40499,300.0,2021,,,,
2500,Opel,Grandland X,Electric/Gasoline,Automatic,Used,40780,300.0,2021,,,,
2222,Peugeot,5008,Gasoline,Automatic,Demonstration,40840,181.0,2021,,,,
10,Citroen,Spacetourer,Diesel,Automatic,Pre-registered,40890,177.0,2021,,,,
177000,Renault,Megane,Diesel,Manual,Used,3990,90.0,2011,,,,
110000,smart,forTwo,Gasoline,Automatic,Used,3999,61.0,2011,,,,
83223,Peugeot,207,Gasoline,Manual,Used,3999,95.0,2011,,,,
69000,Renault,Clio,Gasoline,Manual,Used,3999,75.0,2011,,,,
162300,Opel,Astra,Gasoline,Manual,Used,3999,101.0,2011,,,,
46850,Suzuki,Alto,Gasoline,Manual,Used,3999,68.0,2011,,,,
168000,Hyundai,i30,Diesel,Manual,Used,3999,90.0,2011,,,,
181701,Opel,Meriva,Diesel,Manual,Used,3999,110.0,2011,,,,
99800,SEAT,Ibiza,Gasoline,Manual,Used,4000,69.0,2011,,,,
145000,Citroen,C3,Gasoline,Manual,Used,4000,73.0,2011,,,,
54071,Hyundai,i10,Gasoline,Manual,Used,4099,69.0,2011,,,,
176000,Suzuki,Swift,Diesel,Manual,Used,4200,75.0,2011,,,,
30500,Peugeot,207,Gasoline,Manual,Used,4200,95.0,2011,,,,
434000,Skoda,Superb,Diesel,Automatic,Used,4200,170.0,2011,,,,
306000,Fiat,Scudo,Diesel,Manual,Used,4200,136.0,2011,,,,
62000,Fiat,Panda,Gasoline,Manual,Used,4200,69.0,2011,,,,
144134,Hyundai,i30,Diesel,Manual,Used,4490,90.0,2012,,,,
130000,Fiat,500,Gasoline,Manual,Used,4490,69.0,2012,,,,
43000,Hyundai,i10,Gasoline,Manual,Used,4490,69.0,2012,,,,
79000,Renault,Clio,Gasoline,Manual,Used,4490,75.0,2012,,,,
77709,Nissan,Micra,Gasoline,Manual,Used,4490,80.0,2012,,,,
110474,Peugeot,207,Gasoline,Manual,Used,4499,95.0,2012,,,,
168000,Peugeot,308,Diesel,Manual,Used,4499,111.0,2012,,,,
79500,Opel,Corsa,Gasoline,Manual,Used,4499,69.0,2012,,,,
90000,Kia,Picanto,Gasoline,Manual,Used,4499,69.0,2012,,,,
98789,Opel,Corsa,Gasoline,Manual,Used,4499,87.0,2012,,,,
207000,Opel,Combo,Diesel,Manual,Used,4500,105.0,2012,,,,
153000,Skoda,Roomster,Diesel,Manual,Used,4500,75.0,2012,,,,
148000,Opel,Astra,Diesel,Manual,Used,4500,110.0,2012,,,,
65500,Opel,Corsa,Gasoline,Manual,Used,4500,69.0,2012,,,,
167500,Opel,Corsa,Diesel,Manual,Used,4500,131.0,2012,,,,
61700,Renault,Twingo,Gasoline,Manual,Used,4500,75.0,2012,,,,
97000,Kia,Picanto,Gasoline,Manual,Used,4990,69.0,2013,,,,
75000,Mitsubishi,Space Star,Gasoline,Manual,Used,4999,80.0,2013,,,,
155000,Renault,Megane,Gasoline,Manual,Used,4999,116.0,2013,,,,
155000,Renault,Megane,Gasoline,Manual,Used,4999,116.0,2013,,,,
175000,Kia,Ceed SW / cee'd SW,Diesel,Manual,Used,4999,128.0,2013,,,,
124600,Skoda,Fabia,Gasoline,Manual,Used,4999,86.0,2013,,,,
74415,Fiat,Grande Punto,Gasoline,Manual,Used,4999,69.0,2013,,,,
42000,Hyundai,i20,Gasoline,Manual,Used,4999,86.0,2013,,,,
109000,Opel,Corsa,Gasoline,Manual,Used,5150,87.0,2013,,,,
129073,Kia,Rio,Gasoline,Manual,Used,5199,109.0,2013,,,,
38220,Toyota,Aygo,Gasoline,Manual,Used,5200,68.0,2013,,,,
77220,Renault,Megane,Gasoline,Manual,Used,5200,101.0,2013,,,,
235000,Skoda,Octavia,Diesel,Manual,Used,5250,105.0,2013,,,,
122500,Fiat,Panda,Gasoline,Automatic,Used,5300,86.0,2013,,,,
74000,Renault,Twingo,Gasoline,Manual,Used,5300,75.0,2013,,,,
98000,SEAT,Mii,Gasoline,Manual,Used,5300,60.0,2013,,,,
96000,Opel,Corsa,Gasoline,Manual,Used,5300,69.0,2013,,,,
197000,Toyota,Yaris,Gasoline,Manual,Used,5300,99.0,2013,,,,
129000,Nissan,Note,Diesel,Manual,Used,5600,90.0,2014,,,,
108900,Opel,Corsa,Gasoline,Manual,Used,5650,87.0,2014,,,,
